ID,Meno a priezvisko,Súd 2021,Potvrdené odvolania,Vybavenosť,Dispozičný čas,Restančné z nevybavených,Produktivita,,,,,,,
1460,Iveta Záleská,Okresný súd Trenčín,8,N/A,N/A,N/A,N/A,,,,,,,
1461,Pamela Záleská,Okresný súd Nitra,2,N/A,N/A,N/A,N/A,,,,,,,
1462,Zdenka Zamecová,Okresný súd Trnava,5,N/A,N/A,N/A,N/A,,,,,,,
1463,Libuša Záthurecká,Okresný súd Banská Bystrica,5,0,8,6,6,,,,,,,
1465,Nora Zátopková,Okresný súd Martin,5,5,4,7,5,,,,,,,
1467,Slávka Zborovjanová,Okresný súd Košice II,1,N/A,N/A,N/A,N/A,,,,,,,
1468,Mária Zbyňovcová,Mestský súd Bratislava III,6,N/A,N/A,N/A,N/A,,,,,,,
1469,Štefan Zelenák,Mestský súd Bratislava IV,N/A,N/A,N/A,N/A,N/A,,,,,,,
1472,František Zelený,Okresný súd Poprad,6,0,0,6,4,,,,,,,
1475,Vladimír Zimányi,Okresný súd Piešťany,2,5,0,0,3,,,,,,,
1478,Jozef Zlocha,Okresný súd Brezno,6,N/A,N/A,N/A,N/A,,,,,,,
1483,Andrea Zolotová,Okresný súd Vranov nad Topľou,8,6,4,7,5,,,,,,,
1485,Róbert Zsiga,Mestský Súd Košice,5,0,1,1,5,,,,,,,
1487,Mária Žáková,Mestský Súd Košice,6,N/A,N/A,N/A,N/A,,,,,,,
1489,Patrícia Železníkova,Mestský súd Bratislava I,8,N/A,N/A,N/A,N/A,,,,,,,
1491,Laura Žideková,Okresný súd Čadca,6,0,3,7,4,,,,,,,
1492,Margita Žilková,Okresný súd Rimavská Sobota,10,7,8,10,6,,,,,,,
1493,Alica Žingorová,Okresný súd Rimavská Sobota,6,5,8,8,4,,,,,,,
1494,Iveta Žišková,Okresný súd Liptovský Mikuláš,7,4,7,9,2,,,,,,,
1495,Martin Žovinec,Okresný súd Trnava,6,N/A,N/A,N/A,N/A,,,,,,,
1498,Viera Guregová,Okresný súd Prešov,7,N/A,N/A,N/A,N/A,,,,,,,
1500,Jana Jarošová,Okresný súd Piešťany,8,N/A,N/A,N/A,N/A,,,,,,,
1502,Alexandra Kolcunová,Okresný súd Poprad,3,N/A,N/A,N/A,N/A,,,,,,,
1504,Ivica Pittnerová,Okresný súd Žilina,6,N/A,N/A,N/A,N/A,,,,,,,
1507,Silvia Majerníková,Okresný súd Rožňava,N/A,0,0,10,0,,,,,,,
1509,Ľudovít Švec,Okresný súd Žiar nad Hronom,N/A,N/A,N/A,N/A,N/A,,,,,,,
1514,Tomáš Kelner,Mestský súd Bratislava I,N/A,10,0,0,6,,,,,,,
1535,Zoltán Orlai,Okresný súd Veľký Krtíš,7,0,7,8,2,,,,,,,
1554,Lukáš Poperník,Okresný súd Levice,N/A,N/A,N/A,N/A,N/A,,,,,,,
1555,Dana Gáborová,Okresný súd Nitra,8,10,6,5,10,,,,,,,
1558,Matúš Kalanin,Okresný súd Vranov nad Topľou,7,0,3,9,7,,,,,,,
1564,Jozef Chovan,Okresný súd Martin,4,10,6,3,4,,,,,,,
1569,Michal Frátrik,Okresný súd Trenčín,6,5,9,5,9,,,,,,,
1571,Gabriela Chudovská,Okresný súd Trenčín,10,6,4,6,3,,,,,,,
1572,Lívia Mikulášová,Okresný súd Revúca,N/A,N/A,N/A,N/A,N/A,,,,,,,
1575,Vladimír Gurka,Okresný súd Stará Ľubovňa,3,6,5,4,6,,,,,,,
1583,Daniel Marcián,Okresný súd Liptovský Mikuláš,5,6,4,7,3,,,,,,,
1591,Marek Filo,Mestský súd Bratislava I,6,10,6,3,5,,,,,,,
1593,Monika Czafiková,Okresný súd Komárno,2,N/A,N/A,N/A,N/A,,,,,,,
1597,Zuzana Pribulová,Okresný súd Trnava,8,5,7,8,7,,,,,,,
1603,Stanislav Kováč,Okresný súd Galanta,5,N/A,N/A,N/A,N/A,,,,,,,
1606,Jozef Pikna,Okresný súd Galanta,7,5,10,,5,,,,,,,
1616,Radovan Beňo,Okresný súd Žiar nad Hronom,N/A,10,7,9,5,,,,,,,
1621,Eva Detvaiová,Okresný súd Galanta,0,4,4,6,10,,,,,,,
1629,Ľudmila Jančovičová,Mestský súd Bratislava III,1,0,0,3,2,,,,,,,
1634,Barbora Sopková,Okresný súd Banská Bystrica,8,4,9,3,2,,,,,,,
1646,Tomáš Minárik,Okresný súd Veľký Krtíš,10,0,6,8,2,,,,,,,
1647,Mariana Pondelová,Okresný súd Levice,4,10,3,5,8,,,,,,,
1649,Eva Kecseyová,Okresný súd Rožňava,N/A,N/A,N/A,N/A,N/A,,,,,,,
1654,Pavol Uhrík,Okresný súd Pezinok,5,10,4,3,4,,,,,,,
1667,Lýdia Stehurová,Okresný súd Čadca,3,0,3,7,4,,,,,,,
1668,Ján Odnoga,Okresný súd Nové Mesto nad Váhom,10,N/A,N/A,N/A,0,,,,,,,
1675,Alžbeta Mitríková,Okresný súd Košice II,N/A,N/A,N/A,N/A,N/A,,,,,,,
1682,Boris Vittek,Okresný súd Prešov,5,4,8,3,5,,,,,,,
1684,Marek Bujňák,Okresný súd Prešov,6,5,4,5,8,,,,,,,
1688,Lenka Janíková,Okresný súd Čadca,9,0,0,4,2,,,,,,,
1692,Anna Monoková,Okresný súd Vranov nad Topľou,7,4,4,0,4,,,,,,,
1698,Katarína Muráriková,Okresný súd Žilina,N/A,3,6,7,1,,,,,,,
1700,Tomáš Rudáš,Okresný súd Prievidza,5,7,7,8,5,,,,,,,
1705,Peter Pravda,Okresný súd Trnava,N/A,5,5,5,7,,,,,,,
1706,Imrich Hlavička,Okresný súd Komárno,4,2,6,6,3,,,,,,,
1710,Zuzana Krajčovicová,Okresný súd Banská Bystrica,N/A,0,5,8,2,,,,,,,
1720,Miroslava Belašičová,Okresný súd Pezinok,3,N/A,N/A,N/A,1,,,,,,,
1756,Jaroslav Šupa,Mestský súd Bratislava V,N/A,0,0,6,3,,,,,,,
1759,Rastislav Žigo,Okresný súd Malacky,6,1,1,4,6,,,,,,,
1764,Antónia Ďuranová,Okresný súd Žilina,9,10,4,3,2,,,,,,,
1784,Andrej Maukš,Okresný súd Veľký Krtíš,8,2,7,9,3,,,,,,,
1786,Anna Holeščáková,Okresný súd Čadca,5,0,2,6,5,,,,,,,
1799,Helena Marcinkechová,Okresný súd Dunajská Streda,3,6,2,5,7,,,,,,,
1802,Kamila Nagyová,Okresný súd Trnava,4,N/A,N/A,N/A,N/A,,,,,,,
1810,Eva Vallová,Mestský súd Bratislava V,8,0,2,6,4,,,,,,,
1813,Jana Škrabáková,Okresný súd Piešťany,N/A,N/A,N/A,N/A,N/A,,,,,,,
1833,Slavomír Podhorský,Okresný súd Rožňava,N/A,10,6,8,8,,,,,,,
1844,Miroslav Jankola,Mestský súd Bratislava IV,5,9,3,3,3,,,,,,,
1846,Dominika Hudecová PhD.,Okresný súd Komárno,0,6,3,5,6,,,,,,,
1847,Alena Mihalčinová,Okresný súd Nitra,1,N/A,N/A,N/A,N/A,,,,,,,
1851,Jana Tomášová,Okresný súd Humenné,9,6,6,5,5,,,,,,,
1858,Marta Szántaiová,Okresný súd Trenčín,6,4,3,4,3,,,,,,,
1860,Ľubomíra Podmaníková,Okresný súd Topoľčany,6,N/A,N/A,N/A,N/A,,,,,,,
1861,Dušan Miškovčík,Okresný súd Kežmarok,8,6,5,5,9,,,,,,,
1864,Soňa Glezgo,Okresný súd Košice II,6,4,4,4,5,,,,,,,
1870,Štefan Juhás,Okresný súd Žiar nad Hronom,6,5,7,8,4,,,,,,,
1871,Vincent Szabó,Okresný súd Trnava,6,1,5,3,7,,,,,,,
1873,Michaela Priesolová,Okresný súd Žilina,3,7,4,4,4,,,,,,,
1876,Ágnes Nagyová,Mestský súd Bratislava I,10,7,0,1,6,,,,,,,
1886,Dana Bartová,Okresný súd Nitra,7,N/A,N/A,N/A,N/A,,,,,,,
1887,Zuzana Slušná,Okresný súd Trenčín,7,N/A,N/A,N/A,N/A,,,,,,,
1910,Michaela Sedláková,Okresný súd Prešov,8,N/A,N/A,N/A,N/A,,,,,,,
1911,Lukáš Ilenin,Mestský súd Bratislava I,N/A,9,0,0,4,,,,,,,
1932,Ondrej Melišek,Okresný súd Nové Zámky,6,6,8,3,4,,,,,,,
1940,Viktória Bagala Vrábelová,Okresný súd Levice,9,5,5,7,6,,,,,,,
1942,Tomáš Saraka,Okresný súd Kežmarok,10,2,5,7,8,,,,,,,
1944,Jozef Jaselský,Okresný súd Prešov,6,7,4,3,8,,,,,,,
1955,Svetlana Novysedláková,Okresný súd Žilina,N/A,N/A,N/A,N/A,N/A,,,,,,,
1956,Zuzana Pajtášová,Okresný súd Trebišov,0,3,7,4,9,,,,,,,
1961,Eliška Šnajderová,Okresný súd Banská Bystrica,6,5,7,4,5,,,,,,,
1975,Juraj Kapinaj,Mestský súd Bratislava III,3,5,6,3,10,,,,,,,
2000,Adam Hradský,Mestský súd Bratislava III,N/A,0,0,4,2,,,,,,,
2002,Marek Bartko,Okresný súd Žilina,9,4,6,1,6,,,,,,,
2014,Johana Máčajová,Okresný súd Trnava,3,6,6,7,6,,,,,,,
2025,Petra Lacková,Okresný súd Ružomberok,N/A,0,6,7,3,,,,,,,
2032,Peter Králik,Mestský súd Bratislava II,6,10,6,2,7,,,,,,,
2045,Marek Rebej,Okresný súd Bardejov,7,6,5,5,2,,,,,,,
2048,Jozef Trizna,Okresný súd Lučenec,8,N/A,N/A,N/A,N/A,,,,,,,
2054,Peter Revický,Okresný súd Prešov,5,5,0,1,8,,,,,,,
2065,Andrej Radomský,Okresný súd Michalovce,5,N/A,N/A,N/A,N/A,,,,,,,
2082,Eva Dobríková,Okresný súd Komárno,N/A,N/A,N/A,N/A,N/A,,,,,,,
2085,Robert Droppa,Okresný súd Liptovský Mikuláš,7,3,7,6,3,,,,,,,
2121,Radoslav Prutkay,Mestský súd Bratislava II,3,4,0,3,7,,,,,,,
2141,Filip Demo,Okresný súd Nitra,N/A,10,7,9,10,,,,,,,
2149,Miriam Plavčáková,Mestský súd Bratislava I,8,N/A,N/A,N/A,N/A,,,,,,,
2172,Erika Tischlerová,Okresný súd Galanta,6,N/A,N/A,N/A,N/A,,,,,,,
2193,Natália Slivenská,Okresný súd Trnava,3,10,10,,6,,,,,,,
2204,Ján Evin,Mestský súd Bratislava IV,5,7,8,1,2,,,,,,,
2208,Eva Kráľová,Okresný súd Žilina,8,8,5,5,5,,,,,,,
2209,Stanislava Salajová,Okresný súd Banská Bystrica,7,0,8,5,6,,,,,,,
2266,Lenka Evinová,Okresný súd Dunajská Streda,6,4,5,6,8,,,,,,,
2303,Diana Bičová,Okresný súd Trebišov,6,10,0,4,2,,,,,,,
2321,Jozef Škvára,Okresný súd Nové Zámky,3,N/A,N/A,N/A,N/A,,,,,,,
2329,Vladislav Ďurkáň,Okresný súd Revúca,5,5,6,8,5,,,,,,,
2330,Matúš Staríček,Okresný súd Topoľčany,9,N/A,N/A,N/A,N/A,,,,,,,
2335,Zuzana Berežná,Okresný súd Prešov,6,4,4,6,7,,,,,,,
2338,Pavol Macháč,Okresný súd Piešťany,10,N/A,N/A,N/A,N/A,,,,,,,
2353,"Andrea Škapincová, PhD.",Mestský Súd Košice,10,0,1,8,10,,,,,,,
2359,Marián Dunčko,Okresný súd Trnava,7,N/A,N/A,N/A,N/A,,,,,,,
2366,Zuzana Gašpirová,Mestský súd Bratislava II,6,N/A,N/A,N/A,N/A,,,,,,,
2413,Milan Antal,Okresný súd Žiar nad Hronom,4,6,7,8,5,,,,,,,
2414,Michaela Brašková,Okresný súd Martin,N/A,N/A,N/A,N/A,N/A,,,,,,,
2415,Katarína Červenková,Okresný súd Lučenec,10,7,7,8,9,,,,,,,
2416,Jeannette Hajdinová,Mestský súd Bratislava I,7,N/A,N/A,N/A,N/A,,,,,,,
2417,Anna Hýseková,Okresný súd Brezno,8,5,7,8,5,,,,,,,
2418,Oliver Kolenčík,Okresný súd Nitra,3,N/A,N/A,N/A,N/A,,,,,,,
2419,Oľga Kováčová,Okresný súd Komárno,1,4,5,7,5,,,,,,,
2420,Ľubomíra Krišťáková,Okresný súd Čadca,5,0,0,5,4,,,,,,,
2421,Michal Kubiš,Mestský súd Bratislava IV,9,4,0,6,4,,,,,,,
2422,Silvia Kysucká,Okresný súd Považská Bystrica,8,4,6,7,6,,,,,,,
2423,René Milták,Mestský súd Bratislava I,0,0,0,1,1,,,,,,,
2424,Vladimír Tamaškovič,Okresný súd Nové Zámky,7,7,8,1,5,,,,,,,
2425,Michal Valent,Mestský súd Bratislava I,8,5,5,3,5,,,,,,,
2426,Michal Vigaš,Okresný súd Partizánske,6,6,6,4,6,,,,,,,
2431,Janka Gibaľová,Okresný súd Lučenec,7,5,7,8,8,,,,,,,
2437,Veronika Židek,Okresný súd Trnava,N/A,N/A,N/A,N/A,N/A,,,,,,,
2447,Peter Koman,Okresný súd Poprad,0,0,0,6,1,,,,,,,
2472,Peter Guček,Okresný súd Skalica,5,10,6,4,6,,,,,,,
2475,Karol Rihák,Mestský súd Bratislava IV,7,2,0,4,2,,,,,,,
2485,Martin Kurečko,Okresný súd Trebišov,5,5,8,4,6,,,,,,,
2502,Adriana Šimková,Okresný súd Malacky,5,10,6,2,6,,,,,,,
2516,Roman Lajoš,Okresný súd Bardejov,7,6,4,6,2,,,,,,,
2519,Viera Malinowska,Okresný súd Malacky,6,0,0,8,0,,,,,,,
2520,Marta Hirešová,Mestský súd Bratislava I,6,6,7,5,5,,,,,,,
2535,Katarína Batisová,Okresný súd Trnava,8,N/A,N/A,N/A,N/A,,,,,,,
2539,Michal Mravec,Okresný súd Čadca,4,0,5,7,8,,,,,,,
2540,Eva Jombíková,Okresný súd Zvolen,6,N/A,N/A,N/A,N/A,,,,,,,
2546,"Daniel Ivanko, PhD.",Okresný súd Banská Bystrica,5,N/A,N/A,N/A,N/A,,,,,,,
2547,Jana Janics Bajánková,Mestský súd Bratislava I,9,N/A,N/A,N/A,N/A,,,,,,,
2550,Miroslava Korbašová,Okresný súd Martin,7,4,7,9,7,,,,,,,
2551,Zuzana Kotríková,Okresný súd Prievidza,6,5,6,8,5,,,,,,,
2552,Michaela Kotusová Hucová,Okresný súd Košice II,4,10,4,5,10,,,,,,,
2553,Katarína Krochtová,Okresný súd Bardejov,7,10,3,4,3,,,,,,,
2554,Martina Líšková,Mestský súd Bratislava I,5,7,0,1,5,,,,,,,
2558,Dalibor Miľan,Okresný súd Zvolen,1,N/A,N/A,N/A,1,,,,,,,
2559,Lucia Mizerová,Okresný súd Trnava,8,N/A,N/A,N/A,N/A,,,,,,,
2561,Adriána Považanová,Okresný súd Zvolen,7,N/A,N/A,N/A,N/A,,,,,,,
2564,Vladimír Sklenka,Mestský súd Bratislava I,0,N/A,N/A,N/A,N/A,,,,,,,
2566,Miroslav Šedivec,Okresný súd Revúca,4,4,8,9,6,,,,,,,
2567,Dušan Špirek,Okresný súd Nitra,5,5,8,4,7,,,,,,,
2569,Ján Šulgan,Okresný súd Veľký Krtíš,3,4,6,5,3,,,,,,,
2570,Juraj Vallo,Okresný súd Banská Bystrica,5,0,7,5,6,,,,,,,
2574,Marianna Kertésová,Okresný súd Michalovce,N/A,4,5,9,6,,,,,,,
2576,Zuzana Dojčánová,Okresný súd Galanta,7,3,4,7,10,,,,,,,
2578,Monika Kráľová,Okresný súd Spišská Nová Ves,5,7,8,1,7,,,,,,,
2579,Michal Novotný,Okresný súd Dunajská Streda,5,N/A,N/A,N/A,N/A,,,,,,,
2580,"Radoslav Smatana, PhD.",Okresný súd Partizánske,5,4,6,4,5,,,,,,,
2581,Matúš Tarcala,Okresný súd Svidník,7,3,2,0,0,,,,,,,
2582,Ján Petreás,Okresný súd Zvolen,4,N/A,N/A,N/A,N/A,,,,,,,
2583,Viktor Marko,Okresný súd Zvolen,4,N/A,N/A,N/A,N/A,,,,,,,
2608,Radoslava Strhárska,Okresný súd Banská Bystrica,5,N/A,N/A,N/A,N/A,,,,,,,
2615,Kristína Güner,Okresný súd Pezinok,N/A,3,2,6,6,,,,,,,
2621,Dominika Rejdovianová,Okresný súd Banská Bystrica,N/A,10,5,7,1,,,,,,,
2644,Tomáš Paranič,Okresný súd Košice II,1,5,6,2,4,,,,,,,
2655,"Gabriela Sopková, PhD.",Okresný súd Považská Bystrica,3,3,5,8,7,,,,,,,
2666,Judita Gabonaiová Hrenčuková,Okresný súd Rožňava,4,7,7,8,6,,,,,,,
2667,Ľuboš Murgaš,Okresný súd Veľký Krtíš,7,0,8,6,2,,,,,,,
2668,Stanislava Padúchová,Okresný súd Brezno,7,5,6,8,5,,,,,,,
2669,Jana Smereková,Okresný súd Michalovce,3,N/A,N/A,N/A,N/A,,,,,,,
2670,Juraj Fujerik,Okresný súd Kežmarok,3,6,7,1,5,,,,,,,
2753,Beata Gešvantnerová,Okresný súd Prievidza,8,4,6,6,4,,,,,,,
2814,Jana Brídziková,Mestský súd Bratislava I,8,5,0,2,4,,,,,,,
2843,Janka Borošková,Okresný súd Ružomberok,4,N/A,N/A,N/A,N/A,,,,,,,
2845,Martin Zahorčák,Okresný súd Trebišov,3,4,6,3,8,,,,,,,
2846,Marcela Kačmárová,Okresný súd Trenčín,6,N/A,N/A,N/A,N/A,,,,,,,
2896,Erik Tomus,Okresný súd Malacky,7,8,7,4,5,,,,,,,
2918,Eva Lampartová,Okresný súd Prešov,N/A,0,0,5,0,,,,,,,
2955,Jakub Obert,Mestský súd Bratislava II,N/A,6,4,5,7,,,,,,,
3040,Veronika Pavláková,Okresný súd Martin,6,9,8,0,3,,,,,,,
3055,Lenka Bowker,Mestský Súd Košice,4,6,4,6,10,,,,,,,
3070,Natália Štrkolcová,Okresný súd Košice okolie,7,N/A,N/A,N/A,N/A,,,,,,,
3099,Zuzana Bálintová,Okresný súd Zvolen,2,N/A,N/A,N/A,N/A,,,,,,,
3138,Michal Tagaj,Okresný súd Zvolen,8,4,6,8,6,,,,,,,
3140,Katarína Juračková,Okresný súd Prievidza,5,N/A,N/A,N/A,N/A,,,,,,,
3170,Eva Kerecmanová,Okresný súd Košice okolie,8,8,3,2,10,,,,,,,
3190,Zuzana Slebodniková Levkušová,Okresný súd Michalovce,3,6,7,7,6,,,,,,,
3196,Jana Zuzan,Okresný súd Žiar nad Hronom,6,N/A,N/A,N/A,N/A,,,,,,,
3203,Silvia Majkutová Lesňáková,Okresný súd Liptovský Mikuláš,6,6,6,4,5,,,,,,,
3207,Zuzana Hlistová,Mestský súd Bratislava I,4,0,0,8,7,,,,,,,
3208,Ján Golian PhD.,Mestský súd Bratislava I,5,N/A,N/A,N/A,N/A,,,,,,,
3209,Mária Szabóová,Mestský súd Bratislava II,5,N/A,N/A,N/A,N/A,,,,,,,
3210,Jana Matayová,Mestský súd Bratislava IV,7,4,4,6,4,,,,,,,
3211,Peter Kalata,Mestský súd Bratislava IV,4,4,2,3,3,,,,,,,
3212,Anna Přikrylová,Okresný súd Malacky,5,10,6,0,5,,,,,,,
3213,Renáta Šišková,Okresný súd Nitra,4,8,7,7,10,,,,,,,
3214,Lenka Augustínová,Okresný súd Žilina,6,7,4,5,4,,,,,,,
3215,Ladislav Burda,Okresný súd Trebišov,6,10,6,2,8,,,,,,,
3278,Tatiana Redenkovičová,Mestský súd Bratislava IV,5,N/A,N/A,N/A,N/A,,,,,,,
3304,Ján Kislík,Okresný súd Humenné,4,N/A,N/A,N/A,N/A,,,,,,,
3339,Anna Irikovská,Okresný súd Považská Bystrica,6,N/A,N/A,N/A,N/A,,,,,,,
3343,Peter Kubej,Okresný súd Košice II,10,7,2,5,10,,,,,,,
3345,Martin Bauer,Okresný súd Martin,5,6,6,7,5,,,,,,,
3346,Lenka Kostolanská,Okresný súd Levice,8,N/A,N/A,N/A,N/A,,,,,,,
3347,Radka Laceková,Okresný súd Levice,5,N/A,N/A,N/A,N/A,,,,,,,
3348,Júlia Prikrylová,Okresný súd Nové Mesto nad Váhom,2,3,0,2,2,,,,,,,
3350,Michal Pollák,Okresný súd Trnava,9,N/A,N/A,N/A,2,,,,,,,
3351,Ľubica Mojžišová,Okresný súd Banská Bystrica,N/A,10,0,5,1,,,,,,,
3352,Dušan Szabó,Okresný súd Trnava,8,10,10,,4,,,,,,,
3353,Adriana Mazúchová,Okresný súd Žiar nad Hronom,8,8,6,7,5,,,,,,,
3354,Lucia Leňová,Mestský súd Bratislava IV,N/A,N/A,N/A,N/A,N/A,,,,,,,
3355,Mária Ďuricová,Okresný súd Trenčín,9,10,0,1,1,,,,,,,
3356,Peter Vrbjar,Okresný súd Piešťany,2,5,8,4,2,,,,,,,
3357,Monika Vozárová,Okresný súd Trnava,7,5,4,6,6,,,,,,,
3358,Michaela Králiková,Okresný súd Revúca,7,5,7,9,5,,,,,,,
3363,Margaréta Jurková Žoldáková,Mestský Súd Košice,7,N/A,N/A,N/A,N/A,,,,,,,
3366,Dominika Volkaiová,Okresný súd Košice II,4,4,4,2,4,,,,,,,
3367,Michal Drimák,Okresný súd Prešov,5,6,5,6,8,,,,,,,
3368,Michal Sobolovský,Mestský súd Bratislava V,7,N/A,N/A,N/A,N/A,,,,,,,
3369,Jana Kordošová,Okresný súd Trnava,8,N/A,N/A,N/A,N/A,,,,,,,
3371,Ivana Michalíková,Okresný súd Liptovský Mikuláš,8,N/A,N/A,N/A,N/A,,,,,,,
3372,Lenka Saksunová,Okresný súd Košice II,8,5,4,5,6,,,,,,,
3373,Vladimír Šalamún,Okresný súd Žiar nad Hronom,7,N/A,N/A,N/A,N/A,,,,,,,
3374,Denisa Hiščáková,Okresný súd Spišská Nová Ves,9,3,6,8,9,,,,,,,
3375,Ladislav Réves,Okresný súd Trnava,8,N/A,N/A,N/A,N/A,,,,,,,
3376,Jozef Šulek,Okresný súd Trnava,7,N/A,N/A,N/A,N/A,,,,,,,
3377,Zuzana Straňáková,Okresný súd Piešťany,N/A,N/A,N/A,N/A,N/A,,,,,,,
3379,Petra Hrebíčková,Okresný súd Košice II,4,10,0,3,10,,,,,,,
3381,Patrícia Lučanská,Mestský Súd Košice,1,N/A,N/A,N/A,N/A,,,,,,,
3382,Jana Wilková,Okresný súd Trnava,0,0,0,9,3,,,,,,,
3383,Simona Mati,Okresný súd Trebišov,N/A,0,3,10,9,,,,,,,
3384,Ladislav Blaško,Okresný súd Skalica,4,6,7,5,3,,,,,,,
3385,Tomáš Brinčík,Okresný súd Bánovce nad Bebravou,8,10,6,0,2,,,,,,,
3387,Zuzana Albert,Okresný súd Malacky,5,10,5,2,10,,,,,,,
3388,Táňa Šefčíková,Okresný súd Galanta,5,1,4,7,5,,,,,,,
3389,Magdaléna Bošková,Mestský súd Bratislava I,6,N/A,N/A,N/A,N/A,,,,,,,
3390,Marianna Hirková,Okresný súd Humenné,10,N/A,N/A,N/A,N/A,,,,,,,
3391,Zuzana Krivdová,Okresný súd Námestovo,7,N/A,N/A,N/A,N/A,,,,,,,
3392,Zuzana Konáriková,Okresný súd Zvolen,6,4,5,7,6,,,,,,,
3394,Miroslava Saxová,Mestský súd Bratislava I,N/A,10,0,2,7,,,,,,,
3395,Miroslava Vaňová,Okresný súd Brezno,8,9,6,4,2,,,,,,,
3397,Gabriela Žabková,Mestský súd Bratislava III,6,4,1,3,6,,,,,,,
3399,Lucia Baňacká PhD.,Okresný súd Košice II,9,0,0,7,4,,,,,,,
3400,Gabriela Dubová,Okresný súd Vranov nad Topľou,5,3,7,1,3,,,,,,,
3402,Dominika Horváthová,Okresný súd Piešťany,5,7,0,2,4,,,,,,,
3403,Pavel Ištók,Okresný súd Piešťany,6,5,5,4,5,,,,,,,
3404,Michaela Buceková PhD.,Mestský súd Bratislava II,5,5,6,3,10,,,,,,,
3405,Péter Nagy,Okresný súd Dunajská Streda,9,4,2,5,6,,,,,,,
3406,Lenka Kudravá,Mestský súd Bratislava II,5,N/A,N/A,N/A,0,,,,,,,
3407,Oxana Kovalová Báreková,Mestský súd Bratislava V,5,4,3,8,10,,,,,,,
3408,Vlasta Ondrejková,Okresný súd Nitra,4,N/A,N/A,N/A,N/A,,,,,,,
3410,Kristína Srnková,Okresný súd Galanta,N/A,1,5,8,5,,,,,,,
3411,Mária Bačová,Okresný súd Trenčín,N/A,0,1,4,2,,,,,,,
3412,Lenka Benčová,Okresný súd Prešov,7,N/A,N/A,N/A,N/A,,,,,,,
3413,Martin Bekeš,Okresný súd Martin,5,7,8,4,5,,,,,,,
3414,Renáta Ďurková,Okresný súd Trebišov,5,10,5,4,8,,,,,,,
3415,Ľudmila Hricková,Okresný súd Piešťany,6,5,0,2,3,,,,,,,
3416,Miroslava Šibíková,Okresný súd Nové Mesto nad Váhom,6,N/A,N/A,N/A,N/A,,,,,,,
3417,Mária Moskvičová PhD.,Mestský súd Bratislava V,4,10,0,6,4,,,,,,,
3418,Eva Širilová,Okresný súd Trenčín,5,10,6,4,5,,,,,,,
3419,Katarína Petráň Vinczeová,Okresný súd Rimavská Sobota,1,0,0,9,1,,,,,,,
3420,Nina Dubovská,Mestský súd Bratislava III,5,N/A,N/A,N/A,N/A,,,,,,,
3423,Katarína Mužilová,Mestský súd Bratislava II,7,5,4,7,8,,,,,,,
3424,Martina Vančová,Mestský súd Bratislava IV,4,6,4,6,5,,,,,,,
3426,Michal Eliaš,Okresný súd Trnava,8,4,7,3,9,,,,,,,
3428,Zuzana Lapšanská,Okresný súd Pezinok,3,0,0,0,2,,,,,,,
3431,Alena Purgat Martinusová,Mestský súd Bratislava V,2,10,6,6,6,,,,,,,
3432,Katarína Zaťková,Okresný súd Malacky,7,0,0,6,5,,,,,,,
3433,Peter Štefčík,Okresný súd Partizánske,6,4,4,8,4,,,,,,,
3434,Zuzana Belanová,Mestský súd Bratislava I,5,N/A,N/A,N/A,N/A,,,,,,,
3435,Antónia Bednarčík,Mestský súd Bratislava I,8,0,0,8,6,,,,,,,
3436,Andrea Fraňová,Okresný súd Nové Mesto nad Váhom,5,4,3,4,8,,,,,,,
3439,Miroslav Majerník,Okresný súd Rožňava,2,5,8,8,5,,,,,,,
3440,Jana Mičeková,Okresný súd Galanta,4,2,4,8,8,,,,,,,
3444,Eva Segečová,Okresný súd Banská Bystrica,N/A,0,8,8,6,,,,,,,
3446,Katarína Skubáková,Okresný súd Trnava,8,6,5,7,7,,,,,,,
3448,Veronika Vnuková,Okresný súd Nitra,8,N/A,N/A,N/A,N/A,,,,,,,
3449,Linda Anovčinová,Okresný súd Trnava,6,6,4,6,7,,,,,,,
3450,Jaroslava Gederová,Okresný súd Lučenec,1,7,5,7,8,,,,,,,
3451,Eva Kresl,Mestský súd Bratislava I,N/A,N/A,N/A,N/A,N/A,,,,,,,
3452,Júlia Malegová,Okresný súd Košice II,3,2,4,7,10,,,,,,,
3454,Martina Mochnáčová,Okresný súd Liptovský Mikuláš,6,N/A,N/A,N/A,N/A,,,,,,,
3455,Katarína Maniačková,Okresný súd Galanta,4,0,4,1,6,,,,,,,
3456,"Ivana Hauerlandová, PhD.",Okresný súd Trnava,2,6,2,5,7,,,,,,,
3457,Miroslava Hudecová,Okresný súd Banská Bystrica,N/A,N/A,N/A,N/A,N/A,,,,,,,
3459,Stanislava Nosková,Okresný súd Rimavská Sobota,N/A,0,1,10,2,,,,,,,
3461,Evelyn Neglia,Okresný súd Trnava,N/A,1,10,,0,,,,,,,
3463,Jana Uhrínová,Okresný súd Michalovce,4,5,6,6,6,,,,,,,
3464,Peter Duman,Okresný súd Dunajská Streda,6,N/A,N/A,N/A,N/A,,,,,,,
3465,Petra Pavlisová,Okresný súd Spišská Nová Ves,6,6,8,0,6,,,,,,,
3466,Jana Jančíková,Okresný súd Humenné,10,6,4,6,7,,,,,,,
3467,Alena Búliková,Okresný súd Nové Mesto nad Váhom,4,1,2,4,5,,,,,,,
