court	year	agenda	value_1	value_2	value_3	value_4	value_5
Najvyšší súd	2011	Cdo	76	76	0	76	30
Najvyšší súd	2011	CdoV	2	2	0	2	0
Najvyšší súd	2011	Co	1	1	0	1	0
Najvyšší súd	2011	MCdo	7	6	0	6	7
Najvyšší súd	2011	MObdo	2	2	0	2	2
Najvyšší súd	2011	MObdV	4	5	0	5	2
Najvyšší súd	2011	Nc	7	7	0	7	0
Najvyšší súd	2011	Ndc	11	11	0	11	1
Najvyšší súd	2011	Ndob	8	9	0	9	1
Najvyšší súd	2011	Nds	2	2	0	2	0
Najvyšší súd	2011	Ndt	6	6	0	6	0
Najvyšší súd	2011	Ndz	3	3	0	3	0
Najvyšší súd	2011	Ntv	0	0	0	0	0
Najvyšší súd	2011	Obdo	19	19	0	19	9
Najvyšší súd	2011	ObdoV	15	15	0	15	9
Najvyšší súd	2011	Obo	33	41	2	41	16
Najvyšší súd	2011	Rkc	0	0	0	0	0
Najvyšší súd	2011	Rko	0	0	0	0	0
Najvyšší súd	2011	Rks	1	1	0	1	0
Najvyšší súd	2011	Sdo	17	16	0	16	5
Najvyšší súd	2011	So	49	42	0	42	30
Najvyšší súd	2011	Sr	0	0	0	0	0
Najvyšší súd	2011	Svzn	0	0	0	0	0
Najvyšší súd	2011	Szd	0	0	0	0	0
Najvyšší súd	2011	Sž	11	8	4	8	4
Najvyšší súd	2011	Sža	18	21	0	21	1
Najvyšší súd	2011	Sžd	18	10	0	10	15
Najvyšší súd	2011	Sžf	29	28	0	28	10
Najvyšší súd	2011	Sžh	0	2	0	2	0
Najvyšší súd	2011	Sžhpu	1	1	0	1	1
Najvyšší súd	2011	Sžhuv	1	1	0	1	1
Najvyšší súd	2011	Sži	2	2	0	2	1
Najvyšší súd	2011	Sžnč	3	3	0	3	1
Najvyšší súd	2011	Sžo	14	25	0	25	6
Najvyšší súd	2011	Sžp	9	9	0	9	4
Najvyšší súd	2011	Sžr	58	37	0	37	27
Najvyšší súd	2011	Sžso	24	20	0	20	14
Najvyšší súd	2011	Sžz	2	2	0	2	1
Najvyšší súd	2011	Tdo	22	22	2	22	3
Najvyšší súd	2011	TdoV	6	5	0	5	2
Najvyšší súd	2011	To	4	6	4	6	2
Najvyšší súd	2011	Tor	1	1	0	1	0
Najvyšší súd	2011	Tost	15	15	0	15	1
Najvyšší súd	2011	Toš	0	1	1	1	0
Najvyšší súd	2011	Uro	0	0	0	0	0
Najvyšší súd	2011	Urto	0	0	0	0	0
Najvyšší súd	2011	Utost	1	1	0	1	0
Krajský súd Bratislava	2011	C	178	233	56	244	78
Krajský súd Bratislava	2011	Cb	16	122	227	111	307
Krajský súd Bratislava	2011	Cbi	101	127	65	139	76
Krajský súd Bratislava	2011	Co	195	0	34	184	102
Krajský súd Bratislava	2011	Cob	219	0	10	196	113
Krajský súd Bratislava	2011	CoD	185	0	NULL	182	57
Krajský súd Bratislava	2011	CoE	206	0	0	225	170
Krajský súd Bratislava	2011	CoKR	177	0	5	151	77
Krajský súd Bratislava	2011	CoP	227	0	18	209	59
Krajský súd Bratislava	2011	CoPom	150	0	NULL	150	0
Krajský súd Bratislava	2011	CoPr	200	0	NULL	0	200
Krajský súd Bratislava	2011	CoZm	202	0	18	198	79
Krajský súd Bratislava	2011	Cudz	211	212	NULL	188	83
Krajský súd Bratislava	2011	K	12	136	4	134	794
Krajský súd Bratislava	2011	Ncb	214	0	2	206	0
Krajský súd Bratislava	2011	NcC	188	0	NULL	191	17
Krajský súd Bratislava	2011	NcS	200	0	NULL	200	0
Krajský súd Bratislava	2011	Ntc	168	0	NULL	179	21
Krajský súd Bratislava	2011	Nto	156	0	NULL	163	4
Krajský súd Bratislava	2011	Ntok	200	0	NULL	200	100
Krajský súd Bratislava	2011	Ntro	NULL	NULL	NULL	NULL	100
Krajský súd Bratislava	2011	Ntt	740	0	NULL	740	0
Krajský súd Bratislava	2011	S	104	145	72	135	227
Krajský súd Bratislava	2011	SaZ	84	125	122	125	48
Krajský súd Bratislava	2011	Scud	235	199	205	171	312
Krajský súd Bratislava	2011	Sd	236	192	168	186	261
Krajský súd Bratislava	2011	Sn	200	150	NULL	200	100
Krajský súd Bratislava	2011	So	350	0	33	150	250
Krajský súd Bratislava	2011	Sp	77	119	123	124	106
Krajský súd Bratislava	2011	T	20	120	NULL	240	360
Krajský súd Bratislava	2011	Td	100	0	NULL	100	0
Krajský súd Bratislava	2011	To	173	0	22	166	34
Krajský súd Bratislava	2011	Tos	161	0	3	156	11
Krajský súd Bratislava	2011	Tpo	151	0	NULL	156	1
Krajský súd Bratislava	2011	Zm	300	400	500	500	800
Mestský súd Bratislava I	2011	C	236	261	361	257	475
Mestský súd Bratislava I	2011	Cb	256	308	332	280	652
Mestský súd Bratislava I	2011	Cbcud	529	371	NULL	371	433
Mestský súd Bratislava I	2011	Cbd	325	275	NULL	275	300
Mestský súd Bratislava I	2011	Cbi	9242	200	310	284	10510
Mestský súd Bratislava I	2011	CbPv	390	257	171	262	719
Mestský súd Bratislava I	2011	CbR	2261	2125	1	2125	3373
Mestský súd Bratislava I	2011	Ccud	275	335	NULL	335	105
Mestský súd Bratislava I	2011	Cd	267	305	33	305	76
Mestský súd Bratislava I	2011	Cpr	3800	300	NULL	400	3400
Mestský súd Bratislava I	2011	D	1274	1278	NULL	1293	964
Mestský súd Bratislava I	2011	Dcud	738	488	NULL	488	600
Mestský súd Bratislava I	2011	Dd	250	333	NULL	333	83
Mestský súd Bratislava I	2011	Ecud	367	267	NULL	267	233
Mestský súd Bratislava I	2011	Ed	800	400	NULL	400	600
Mestský súd Bratislava I	2011	Em	75	69	19	75	69
Mestský súd Bratislava I	2011	Er	9513	9537	NULL	9537	152
Mestský súd Bratislava I	2011	Ercud	500	100	NULL	100	400
Mestský súd Bratislava I	2011	Erd	0	100	NULL	100	100
Mestský súd Bratislava I	2011	Exre	697	754	NULL	668	799
Mestský súd Bratislava I	2011	K	5129	1857	NULL	4900	643
Mestský súd Bratislava I	2011	NcKR	75	0	NULL	75	0
